Url,Breadcrumbs,Brand,title,Regular_price,Selling_price,SKU,Description,Diamentions,Net_Quantity,Fit,Care_instructions,Fabric_composition,Model_fit,Country_of_origin
https://www2.hm.com/en_in/productpage.1294502001.html,HM.com/Baby/Baby Girl Clothing/Tops & T-Shirts/T-Shirts/2-piece printed cotton set,H&M,2-piece printed cotton set,1199.0,1199.0,,"Set with a top and pair of cycling shorts in soft cotton jersey. Top featuring a print motif on the front, round neckline with press-studs on one side (except in sizes 2–4Y), dropped shoulders and short flutter sleeves. Cycling shorts with an adjustable, elasticated waist.",[],"1 Set - Top: 1N, Bottom: 1N",,,"{'Cotton': '100%', 'Elastane': '5%'}",,Vietnam
