unique_id|competitor_name|store_name|store_addressline1|store_addressline2|store_suburb|store_state|store_postcode|store_addressid|extraction_date|product_name|brand|brand_type|grammage_quantity|grammage_unit|drained_weight|producthierarchy_level1|producthierarchy_level2|producthierarchy_level3|producthierarchy_level4|producthierarchy_level5|producthierarchy_level6|producthierarchy_level7|regular_price|selling_price|price_was|promotion_price|promotion_valid_from|promotion_valid_upto|promotion_type|percentage_discount|promotion_description|package_sizeof_sellingprice|per_unit_sizedescription|price_valid_from|price_per_unit|multi_buy_item_count|multi_buy_items_price_total|currency|breadcrumb|pdp_url|variants|product_description|instructions|storage_instructions|preparationinstructions|instructionforuse|country_of_origin|allergens|age_of_the_product|age_recommendations|flavour|nutritions|nutritional_information|vitamins|labelling|grade|region|packaging|receipies|processed_food|barcode|frozen|chilled|organictype|cooking_part|handmade|max_heating_temperature|special_information|label_information|dimensions|special_nutrition_purpose|feeding_recommendation|warranty|color|model_number|material|usp|dosage_recommendation|tasting_note|food_preservation|size|rating|review|file_name_1|image_url_1|file_name_2|image_url_2|file_name_3|image_url_3|file_name_4|image_url_4|file_name_5|image_url_5|file_name_6|image_url_6|competitor_product_key|fit_guide|occasion|material_composition|style|care_instructions|heel_type|heel_height|upc|features|dietary_lifestyle|manufacturer_address|importer_address|distributor_address|vinification_details|recycling_information|return_address|alchol_by_volume|beer_deg|netcontent|netweight|site_shown_uom|ingredients|random_weight_flag|instock|promo_limit|product_unique_key|multibuy_items_pricesingle|perfect_match|servings_per_pack|warning|suitable_for|standard_drinks|environmental|grape_variety|retail_limit
06876697|correfour||||||||2026-03-24|Zero Lemon Coke Drink 6 x 500 ml|Coca-Cola||6 x 500|ml||Home|Dranken|Softdrinks|Cola|Zero Lemon Coke Drink 6 x 500 ml|||10.09|10.09|||||||||||3.36|||EUR|Home > Dranken > Softdrinks > Cola > Zero Lemon Coke Drink 6 x 500 ml|https://www.carrefour.be/nl/-zero-lemon-coke-drink-6-x-500-ml/06876697.html||CocaCola zero sugar lemon, dat is jouw vertrouwde Coke zonder suiker met een frisse smaak van citroen erbij. Deze suikervrije Coca Cola serveer je best ijskoud.||Ten minste houdbaar tot: zie hals/doppen.Koel, droog, geurvrij en uit het zonlicht bewaren.|||België||||||{'Energie': {'Per: 100ml': '3.7kJ', 'Pour: 250ml': '9kJ', '(%*)': '-'}, 'Energie:2': {'Per: 100ml': '0.9kcal', 'Pour: 250ml': '2kcal', '(%*)': '(0%)'}, 'Vetten': {'Per: 100ml': '0g', 'Pour: 250ml': '0g', '(%*)': '(0%)'}, 'waarvan verzadigde vetzuren': {'Per: 100ml': '0g', 'Pour: 250ml': '0g', '(%*)': '(0%)'}, 'Koolhydraten': {'Per: 100ml': '0g', 'Pour: 250ml': '0g', '(%*)': '(0%)'}, 'waarvan suikers': {'Per: 100ml': '0g', 'Pour: 250ml': '0g', '(%*)': '(0%)'}, 'Eiwitten': {'Per: 100ml': '0g', 'Pour: 250ml': '0g', '(%*)': '(0%)'}, 'Zout': {'Per: 100ml': '0.01g', 'Pour: 250ml': '0.03g', '(%*)': '(0%)'}, '500ml = 2 x 250ml glas': {'Per: 100ml': '-', 'Pour: 250ml': '-', '(%*)': '-'}}|||||||||||||||Zondersuiker||||||||||||Omgevingstemperatuur|||||https://cdn.carrefour.eu/420_06876697_05449000242730_H1L1_en_MPM.webp||https://cdn.carrefour.eu/420_06876697_05449000242730_C1L1_en_MPM.webp||https://cdn.carrefour.eu/420_06876697_05449000242730_C1N1_en_MPM.webp||||||||||||||||||Coca-Cola Europacific PartnersBelgium BV - PB 400B-1070 Brussel.078-156156cocacola.be||||||||||Zero Lemon Coke Drink 6 x 500 ml|rankelend water,kleurstof: E150d,voedingszuur: E338,zoetstoffen: aspartaam,acesulfaam-K,natuurlijke aroma's waaronder cafeïne,zuurteregelaar: E331||True||06876697P|||||||||
06354914|correfour||||||||2026-03-24|Ice Tea Suikervrije Ijsthee Perzik Zero 6 x 50 cl|Lipton||6 x 50|cl||Home|Dranken|Softdrinks|Iced-tea|Ice Tea Suikervrije Ijsthee Perzik Zero 6 x 50 cl|||8.89|8.89|||||||1 + 1 gratis||||2.96|||EUR|Home > Dranken > Softdrinks > Iced-tea > Ice Tea Suikervrije Ijsthee Perzik Zero 6 x 50 cl|https://www.carrefour.be/nl/ice-tea-suikervrije-ijsthee-perzik-zero-6-x-50-cl/06354914.html||Lipton Iced Tea Ijsthee Perzik Zero is een verfrissende ijsthee zonder suiker verkrijgbaar in 6 flessen van 50cl. Iced Tea Peach Zero is een light frisdrank op basis van theeextracten, perziksap en zonder suiker. Verfrissend en laag in calorieën. Theeextract met perzik Bruisende ijsthee zonder suiker 100% gerecycleerde plastic fles Multipack||Na opening gekoeld bewaren en beperkt houdbaar.||IJskoud serveren.|Nederland||||||{'Energie': {'Per 100ml': '5 kJ/<2 kcal', 'Per portie**': '12 kJ/<3 kcal', '%* Per portie**': '<1 %'}, 'Vetten': {'Per 100ml': '<0.5 g', 'Per portie**': '<0.5 g', '%* Per portie**': '<1 %'}, 'waarvan verzadigde': {'Per 100ml': '<0.1 g', 'Per portie**': '<0.1 g', '%* Per portie**': '<1 %'}, 'Koolhydraten': {'Per 100ml': '<0.5 g', 'Per portie**': '<0.5 g', '%* Per portie**': '<1 %'}, 'waarvan suikers': {'Per 100ml': '<0.5 g', 'Per portie**': '<0.5 g', '%* Per portie**': '<1 %'}, 'Eiwitten': {'Per 100ml': '<0.5 g', 'Per portie**': '<0.5 g', '%* Per portie**': '<1 %'}, 'Zout': {'Per 100ml': '0.03 g', 'Per portie**': '0.08 g', '%* Per portie**': '1 %'}}|||||||||||||||Zondersuiker||||||||||||Omgevingstemperatuur|||||https://cdn.carrefour.eu/420_06354914_T162.webp||https://cdn.carrefour.eu/420_06354914_T1.webp||||||||||||||||||||Unilever BelgiumPO Box 100241070 Anderlecht||||||||||Ice Tea Suikervrije Ijsthee Perzik Zero 6 x 50 cl|Water,voedingszuren (appelzuur, citroenzuur),thee-extract⁽¹⁾ (0.12%),perziksap uit geconcentreerd sap (0.1%),zuurteregelaar (trinatriumcitraat),aroma,antioxidant (ascorbinezuur),zoetstoffen (sucralose, acesulfaam-K),⁽¹⁾Rainforest Alliance Certified.||False||06354914P|||||||||
06168827|correfour||||||||2026-03-24|Niet Bruisende Drank met Bosvruchtenaroma's 4 x 20 cl|Twist and Drink||4 x 20|cl||Home|Dranken|Softdrinks|Limonades|Niet Bruisende Drank met Bosvruchtenaroma's 4 x 20 cl||||||||||||||||||EUR|Home > Dranken > Softdrinks > Limonades > Niet Bruisende Drank met Bosvruchtenaroma's 4 x 20 cl|https://www.carrefour.be/nl/niet-bruisende-drank-met-bosvruchtenaromas-4-x-20-cl/06168827.html||||Te bewaren op een koele plaats. Te verbruiken onmiddellijk na opening.Te verbruiken voor: zie bodem.|||Oostenrijk||||||{'Energiewaarde': {'voor 100 ml:': '110 kJ / 26 kcal'}, 'Vetstoffen': {'voor 100 ml:': '0 g'}, 'waarvan verzadigde vetzuren': {'voor 100 ml:': '0 g'}, 'Koolhydraten': {'voor 100 ml:': '6.3 g'}, 'waarvan suikers': {'voor 100 ml:': '6.2 g'}, 'Eiwitten': {'voor 100 ml:': '0 g'}, 'Zout': {'voor 100 ml:': '0 g'}}|||||||||||||||Geschiktvoorveganisten,halal||||||||||||Omgevingstemperatuur|||||https://cdn.carrefour.eu/420_06168827_T1.webp||https://cdn.carrefour.eu/420_06168827_T19.webp||||||||||||||||||||Gefabriceerd en gebotteld door:Klosterquell Hofer GmbH,Klostertal 4, 2770 Gutenstein, Oostenrijk||||||||||Niet Bruisende Drank met Bosvruchtenaroma's 4 x 20 cl|Bronwater,suiker,appelsap op basis van concentraat 5.8 %,braambessap op basis van concentraat 0.1 %,blauwe bosbessap op basis van concentraat 0.1 %,voedingszuur: citroenzuur,arom||False||06168827P|||||||||
04314019|correfour||||||||2026-03-24|Coke Soft drink 12 x 150 ml|Coca-Cola||12 x 150|ml||Home|Dranken|Softdrinks|Cola|Coke Soft drink 12 x 150 ml|||7.19|7.19|||||||||||3.99|||EUR|Home > Dranken > Softdrinks > Cola > Coke Soft drink 12 x 150 ml|https://www.carrefour.be/nl/coke-soft-drink-12-x-150-ml/04314019.html||Je enige echte CocaCola. Al sinds 1886 zo oneindig veel meer dan een frisdrank met natuurlijke plantenextracten. Het recept van Coca Cola is nooit veranderd en nooit geëvenaard. Zo blijft Coke wereldwijd de geliefde soft drink van jong en oud.||Ten minste houdbaar tot: zie bodem blikken.Koel, droog en geurvrij bewaren.|||België||||||{'Energie': {'Per: 100ml': '180kJ/', 'Per: 150ml (%*)': '270kJ/'}, 'Energie:2': {'Per: 100ml': '42kcal', 'Per: 150ml (%*)': '63kcal (3%)'}, 'Vetten': {'Per: 100ml': '0g', 'Per: 150ml (%*)': '0g (0%)'}, 'waarvan verzadigde vetzuren': {'Per: 100ml': '0g', 'Per: 150ml (%*)': '0g (0%)'}, 'Koolhydraten': {'Per: 100ml': '10.6g', 'Per: 150ml (%*)': '16g (6%)'}, 'waarvan suikers': {'Per: 100ml': '10.6g', 'Per: 150ml (%*)': '16g (18%)'}, 'Eiwitten': {'Per: 100ml': '0g', 'Per: 150ml (%*)': '0g (0%)'}, 'Zout': {'Per: 100ml': '0g', 'Per: 150ml (%*)': '0g (0%)'}}|||||||||||||||||||||||||||Omgevingstemperatuur|||||https://cdn.carrefour.eu/420_04314019_05449000034229_C1L1_en_MPM.webp||||||||||||||||||||||Coca-Cola European Partners Belgium BVBAPB 400 B-1070 Brussel.||||||||||Coke Soft drink 12 x 150 ml|rankelend water,suiker,kleurstof: E150d,voedingszuur: E338,natuurlijke aroma's (plantenextracten), waaronder cafeïne||True||04314019P|||||||||
06168932|correfour||||||||2026-03-24|Niet Bruisende Drank met Appelaroma's 4 x 20 cl|Twist and Drink||4 x 20|cl||Home|Dranken|Softdrinks|Limonades|Niet Bruisende Drank met Appelaroma's 4 x 20 cl|||3.49|3.49|||||||||||4.36|||EUR|Home > Dranken > Softdrinks > Limonades > Niet Bruisende Drank met Appelaroma's 4 x 20 cl|https://www.carrefour.be/nl/niet-bruisende-drank-met-appelaromas-4-x-20-cl/06168932.html||||Te bewaren op een koele plaats. Te verbruiken onmiddellijk na opening.Te verbruiken voor: zie bodem.|||Oostenrijk||||||{'Energiewaarde': {'voor 100 ml:': '109 kJ / 26 kcal'}, 'Vetstoffen': {'voor 100 ml:': '0 g'}, 'waarvan verzadigde vetzuren': {'voor 100 ml:': '0 g'}, 'Koolhydraten': {'voor 100 ml:': '6.3 g'}, 'waarvan suikers': {'voor 100 ml:': '6.2 g'}, 'Eiwitten': {'voor 100 ml:': '0 g'}, 'Zout': {'voor 100 ml:': '0 g'}}|||||||||||||||Geschiktvoorveganisten,halal||||||||||||Omgevingstemperatuur|||||https://cdn.carrefour.eu/420_06168932_T1.webp||https://cdn.carrefour.eu/420_06168932_T19.webp||||||||||||||||||||Gefabriceerd en gebotteld door:Klosterquell Hofer GmbH,Klostertal 4, 2770 Gutenstein, Oostenrijk||||||||||Niet Bruisende Drank met Appelaroma's 4 x 20 cl|Bronwater,suiker,10 % appelsap op basis van concentraat,voedingszuur: citroenzuur,arom||True||06168932P|||||||||
05398686|correfour||||||||2026-03-24|Premium Indian Tonic 4 x 20 cl|Fever-Tree||4 x 20|cl||Home|Dranken|Softdrinks|Tonics|Premium Indian Tonic 4 x 20 cl|||5.49|5.49|||||||||||6.86|||EUR|Home > Dranken > Softdrinks > Tonics > Premium Indian Tonic 4 x 20 cl|https://www.carrefour.be/nl/premium-indian-tonic-4-x-20-cl/05398686.html||Unieke frisse smaak met subtiele, ondersteunende citrus toetsen.||Uit de zon bewaren.|||Verenigd Koninkrijk||||||{'Energie': {'(per 100 ml):': '149kJ. 36kcal'}, 'Totale Vetten': {'(per 100 ml):': '0g'}, 'waarvan verzadigde vetzuren': {'(per 100 ml):': '0g'}, 'Koolhydraten': {'(per 100 ml):': '8.9g'}, 'Suikers': {'(per 100 ml):': '8g'}, 'Eiwitten': {'(per 100 ml):': '0g'}, 'Zout': {'(per 100 ml):': '0g'}}|||||||||||||||||||||||||||Omgevingstemperatuur|||||https://cdn.carrefour.eu/420_05398686_T1.webp||https://cdn.carrefour.eu/420_05398686_T19.webp||||||||||||||||||||Fevertree LimitedUnit 38-39Chelsea Wharf15 Lots RoadLondonSW 10 0QJUK||||||||||Premium Indian Tonic 4 x 20 cl|Koolzuurhoudend bronwater,rietsuiker,voedingszuur: citroenzuur,natuurlijke aroma's,waaronder natuurlijke kinine||True||05398686P|||||||||
06026632|correfour||||||||2026-03-24|Lemon Lime Lemonade 12 x 150 ml|Sprite||12 x 150|ml||Home|Dranken|Softdrinks|Limonades|Lemon Lime Lemonade 12 x 150 ml|||8.85|8.85|||||||||||4.92|||EUR|Home > Dranken > Softdrinks > Limonades > Lemon Lime Lemonade 12 x 150 ml|https://www.carrefour.be/nl/lemon-lime-lemonade-12-x-150-ml/06026632.html||Sprite Lemon Lime is wereldwijd een van de meest favoriete frisdranken. Bruisend fris, met natuurlijke aroma's van citroen en limoen. Drink hem ijskoud, want zo verfrist hij het best.||Ten minste houdbaar tot: zie bodem blikken.Koel, droog en geurvrij bewaren.|||België||||||{'Energie': {'Per: 100ml': '118kJ/', 'Per: 150ml (%*)': '177kJ/'}, 'Energie:2': {'Per: 100ml': '28kcal', 'Per: 150ml (%*)': '42kcal (2%)'}, 'Vetten': {'Per: 100ml': '0g', 'Per: 150ml (%*)': '0g (0%)'}, 'waarvan verzadigde vetzuren': {'Per: 100ml': '0g', 'Per: 150ml (%*)': '0g (0%)'}, 'Koolhydraten': {'Per: 100ml': '6.6g', 'Per: 150ml (%*)': '10g (4%)'}, 'waarvan suikers': {'Per: 100ml': '6.6g', 'Per: 150ml (%*)': '10g (11%)'}, 'Eiwitten': {'Per: 100ml': '0g', 'Per: 150ml (%*)': '0g (0%)'}, 'Zout': {'Per: 100ml': '0.02g', 'Per: 150ml (%*)': '0.03g (0%)'}}|||||||||||||||||||||||||||Omgevingstemperatuur|||||https://cdn.carrefour.eu/420_06026632_05449000083784_H1L1_en_MPM.webp||https://cdn.carrefour.eu/420_06026632_05449000083784_C1L1_en_MPM.webp||https://cdn.carrefour.eu/420_06026632_05449000083784_C1N1_en_MPM.webp||||||||||||||||||Coca-Cola European Partners Belgium BVBAPB 400 B-1070 Brussel.||||||||||Lemon Lime Lemonade 12 x 150 ml|rankelend water,suiker,voedingszuren: citroenzuur, appelzuur,zuurteregelaar: natriumgluconaat,conserveermiddel: natriumbenzoaat,natuurlijke citroen-limoen aroma's,zoetstof: steviolglycosiden||True||06026632P|||||||||
04336842|correfour||||||||2026-03-24|Orange Lemonade 6 x 250 ml|Fanta||6 x 250|ml||Home|Dranken|Softdrinks|Limonades|Orange Lemonade 6 x 250 ml|||7.39|7.39|||||||||||4.93|||EUR|Home > Dranken > Softdrinks > Limonades > Orange Lemonade 6 x 250 ml|https://www.carrefour.be/nl/orange-lemonade-6-x-250-ml/04336842.html||Fanta Orange blijft voor liefhebbers wereldwijd een van de meest geliefde limonades. Deze bruisende frisdrank met sinaasappelsap (uit sapconcentraat) lest zo verrukkelijk je dorst. Een uniek recept met natuurlijke aroma's. Je proeft de pure fun!||Ten minste houdbaar tot: zie hals/doppen.Koel, droog, geurvrij en uit het zonlicht bewaren.|||België||||||{'Energie': {'Per: 100ml': '203kJ/', 'Per: 250ml (%*)': '508kJ/'}, 'Energie:2': {'Per: 100ml': '48kcal', 'Per: 250ml (%*)': '120kcal (6%)'}, 'Vetten': {'Per: 100ml': '0g', 'Per: 250ml (%*)': '0g (0%)'}, 'waarvan verzadigde vetzuren': {'Per: 100ml': '0g', 'Per: 250ml (%*)': '0g (0%)'}, 'Koolhydraten': {'Per: 100ml': '11.7g', 'Per: 250ml (%*)': '29g (11%)'}, 'waarvan suikers': {'Per: 100ml': '11.7g', 'Per: 250ml (%*)': '29g (33%)'}, 'Eiwitten': {'Per: 100ml': '0g', 'Per: 250ml (%*)': '0g (0%)'}, 'Zout': {'Per: 100ml': '0g', 'Per: 250ml (%*)': '0g (0%)'}}|||||||||||||||||||||||||||Omgevingstemperatuur|||||https://cdn.carrefour.eu/420_04336842_05449000123916_H1L1_en_MPM.webp||https://cdn.carrefour.eu/420_04336842_05449000123916_C1L1_en_MPM.webp||https://cdn.carrefour.eu/420_04336842_05449000123916_C1N1_en_MPM.webp||||||||||||||||||Coca-Cola European Partners Belgium BVBA PB 400 B-1070 Brussel.||||||||||Orange Lemonade 6 x 250 ml|rankelend water,suiker,sinaasappelsap uit sapconcentraat (6%),voedingszuren: citroenzuur, natriumcitraat,conserveermiddel: kaliumsorbaat,natuurlijke sinaasappelaroma's met andere natuurlijke aroma's,antioxidant: ascorbinezuur,wortelconcentraat,stabilisator: guarpitmeel||True||04336842P|||||||||
05306733|correfour||||||||2026-03-24|Iced Tea Bruisende Ijsthee Original laag in calorieën 6 x 1.5 l|Lipton||6 x 1.5|l||Home|Dranken|Softdrinks|Iced-tea|Iced Tea Bruisende Ijsthee Original laag in calorieën 6 x 1.5 l|||11.25|11.25|||||||||||1.25|||EUR|Home > Dranken > Softdrinks > Iced-tea > Iced Tea Bruisende Ijsthee Original laag in calorieën 6 x 1.5 l|https://www.carrefour.be/nl/iced-tea-bruisende-ijsthee-original-laag-in-calorieen-6-x-1.5-l/05306733.html||Lipton Iced Tea Bruisende Ijsthee Original is een verfrissende ijsthee verkrijgbaar in 6 flessen van 1.5 L. Lipton Iced Tea Original is een frisdrank op basis van theeextract gezoet met suiker en zoetstoffen van natuurlijke oorsprong. Theeextract Bruisende ijsthee Rainforest Alliance CertifiedTM  Multipack||Na openen gekoeld bewaren en beperkt houdbaar.Ten minste boudbaar tot einde: zie dop/half fles.|||Nederland||||||{'Energie': {'Per 100ml': '143 kJ/34 kcal', 'Per portie**': '358 kJ/85 kcal', '%* Per portie**': '4%'}, 'Vetten': {'Per 100ml': '<0.5 g', 'Per portie**': '<0.5 g', '%* Per portie**': '<1%'}, 'waarvan verzadigde': {'Per 100ml': '<0.1 g', 'Per portie**': '<0.1 g', '%* Per portie**': '<1%'}, 'Koolhydraten': {'Per 100ml': '8.2 g', 'Per portie**': '21 g', '%* Per portie**': '8%'}, 'waarvan suikers': {'Per 100ml': '8 g', 'Per portie**': '20 g', '%* Per portie**': '22%'}, 'Eiwitten': {'Per 100ml': '<0.5 g', 'Per portie**': '<0.5 g', '%* Per portie**': '<1%'}, 'Zout': {'Per 100ml': '0.12 g', 'Per portie**': '0.30 g', '%* Per portie**': '5%'}}|||||||||||||||||||||||||||Omgevingstemperatuur|||||https://cdn.carrefour.eu/420_05306733_T162.webp||https://cdn.carrefour.eu/420_05306733_T1.webp||||||||||||||||||||Unilever BelgiumHumaniteitslaan 292B-1190 Brussels||||||||||Iced Tea Bruisende Ijsthee Original laag in calorieën 6 x 1.5 l|Koolzuurhoudend water,suiker,thee-extract (0.32%),voedingszuur (citroenzuur),zuurteregelaar (trinatriumcitraat),citroensap uit geconcentreerd sap (0.1%),aroma's,conserveermiddel (kaliumsorbaat),antioxidant (ascorbinezuur)||True||05306733P|||||||||
07067414|correfour||||||||2026-03-24|Tropical 1 L|Oasis||1|L||Home|Dranken|Softdrinks|Limonades|Tropical 1 L|||2.29|2.29|||||||||||2.29|||EUR|Home > Dranken > Softdrinks > Limonades > Tropical 1 L|https://www.carrefour.be/nl/tropical-1-l/07067414.html||Verfrissende drank met vruchten, tropical smaak.||Ten minste houdbaar tot: zie bovenzijde fles.Uit de zon en op een koele plaats bewaren.Na opening in de koelkast bewaren en binnen de 5 dagen consumeren.|||Frankrijk||||||{'Energie': {'voor 100 ml:': '120kJ (28kcal)'}, 'Vetten (waarvan verzadigde vetzuren)': {'voor 100 ml:': '0g (0g)'}, 'Koolhydraten (waarvan suikers)': {'voor 100 ml:': '6.6g (6.6g)'}, 'Eiwitten': {'voor 100 ml:': '0.1g'}, 'Zout': {'voor 100 ml:': '0.03g'}, 'Een fles van 1 liter bevat 5 glazen van 200 ml.': {'voor 100 ml:': '-'}}|||||||||||||||||||||||||||Omgevingstemperatuur|||||https://cdn.carrefour.eu/420_07067414_T596.webp||https://cdn.carrefour.eu/420_07067414_T1.webp||||||||||||||||||||Schweppes Suntory Benelux n.v., Rue du Cerf127, 1332 Genval - Belgique||||||||||Tropical 1 L|Water,vruchtensap uit concentraat 12% (sinaasappel 6%, appel, mango 0.08%, passievrucht 0.06%),suiker,fructosestroop,voedingszuren: citroenzuur en appelzuur,natuurlijke aroma's,zuurteregelaar: natriumcitraat,antioxidant: ascorbinezuur,kleurstof: paprika-extract,natuurlijk sinaasappelarom||True||07067414P|||||||||
06533197|correfour||||||||2026-03-24|Zero Sugar Cola 1.5 L|Pepsi||1.5|L||Home|Dranken|Softdrinks|Cola|Zero Sugar Cola 1.5 L|||2.32|2.32|||||||||||1.55|||EUR|Home > Dranken > Softdrinks > Cola > Zero Sugar Cola 1.5 L|https://www.carrefour.be/nl/zero-sugar-cola-1.5-l/06533197.html||Maximum Taste||Koel en droog bewaren. Na openen beperkt houdbaar.|||België||||||{'Energie': {'Per 100 ml': '2 kJ', 'Per portie 250 ml': '5 kJ (<1%)'}, 'Energie2': {'Per 100 ml': '0.5 Kcal', 'Per portie 250 ml': '1 Kcal (<1%)'}, 'Vetten': {'Per 100 ml': '0 g', 'Per portie 250 ml': '0 g (0%)'}, 'verzadigde vetzuren': {'Per 100 ml': '0 g', 'Per portie 250 ml': '0 g (0%)'}, 'Koolhydraten': {'Per 100 ml': '0 g', 'Per portie 250 ml': '0 g'}, 'waarvan': {'Per 100 ml': '-', 'Per portie 250 ml': '-'}, 'suikers': {'Per 100 ml': '0 g', 'Per portie 250 ml': '0 g (0%)'}, 'Eiwitten': {'Per 100 ml': '0 g', 'Per portie 250 ml': '0 g'}, 'Zout': {'Per 100 ml': '0.01 g', 'Per portie 250 ml': '0.04 g (<1%)'}, 'Referentie-inname van een gemiddelde volwassene (8400kJ / 2000kcal).': {'Per 100 ml': '-', 'Per portie 250 ml': '-'}}|||||||||||||||||||||||||||Omgevingstemperatuur|||||https://cdn.carrefour.eu/420_06533197_T596.webp||https://cdn.carrefour.eu/420_06533197_T1.webp||||||||||||||||||||PepsiCo BeLux BVDa Vincilaan 31930 ZaventemBelgium||||||||||Zero Sugar Cola 1.5 L|Koolzuurhoudend water,kleurstof (E150d),zoetstoffen (aspartaam**, acesulfaam K),voedingszuren (fosforzuur, citroenzuur),aroma's (waaronder cafeïne en plantenextracten),zuurteregelaar (natriumcitraat),**Bevat een bron van fenylalanine.||True||06533197P|||||||||
06533209|correfour||||||||2026-03-24|Cola 6 x 1.5 L|Pepsi||6 x 1.5|L||Home|Dranken|Softdrinks|Cola|Cola 6 x 1.5 L|||13.89|13.89|||||||||||1.54|||EUR|Home > Dranken > Softdrinks > Cola > Cola 6 x 1.5 L|https://www.carrefour.be/nl/cola-6-x-1.5-l/06533209.html||100% gerecycleerde fles gemaakt van andere flessen. Behalve dop en label.||Koel en droog bewaren. Na openen beperkt houdbaar.|||België||||||{'Energie': {'Per 100 ml': '78 kJ', 'Per portie 250 ml': '196 kJ (2%)'}, 'Energie2': {'Per 100 ml': '18 Kcal', 'Per portie 250 ml': '46 Kcal (2%)'}, 'Vetten': {'Per 100 ml': '0 g', 'Per portie 250 ml': '0 g (0%)'}, 'verzadigde vetzuren': {'Per 100 ml': '0 g', 'Per portie 250 ml': '0 g (0%)'}, 'Koolhydraten': {'Per 100 ml': '4.6 g', 'Per portie 250 ml': '12 g'}, 'waarvan': {'Per 100 ml': '-', 'Per portie 250 ml': '-'}, 'suikers': {'Per 100 ml': '4.6 g', 'Per portie 250 ml': '11 g (13%)'}, 'Eiwitten': {'Per 100 ml': '0 g', 'Per portie 250 ml': '0 g'}, 'Zout': {'Per 100 ml': '0 g', 'Per portie 250 ml': '0.01 g (<1%)'}, 'Referentie-inname van een gemiddelde volwassene (8400kJ / 2000kcal).': {'Per 100 ml': '-', 'Per portie 250 ml': '-'}}|||||||||||||||||||||||||||Omgevingstemperatuur|||||https://cdn.carrefour.eu/420_06533209_T596.webp||https://cdn.carrefour.eu/420_06533209_T1.webp||https://cdn.carrefour.eu/420_06533209_T9.webp||||||||||||||||||PepsiCo BeLux BVDa Vincilaan 31930 ZaventemBelgium||||||||||Cola 6 x 1.5 L|Koolzuurhoudend water,suiker,kleurstof (E150d),aroma's (bevat cafeïne),voedingszuur (fosforzuur),zoetstoffen (acesulfaam-K, sucralose)||True||06533209P|||||||||
06533156|correfour||||||||2026-03-24|Zero Sugar Cola Lemon 1.5 L|Pepsi||1.5|L||Home|Dranken|Softdrinks|Cola|Zero Sugar Cola Lemon 1.5 L|||2.32|2.32|||||||||||1.55|||EUR|Home > Dranken > Softdrinks > Cola > Zero Sugar Cola Lemon 1.5 L|https://www.carrefour.be/nl/zero-sugar-cola-lemon-1.5-l/06533156.html||Maximum Taste||Koel en droog bewaren. Na openen beperkt houdbaar.|||België||||||{'Energie': {'Per 100 ml': '3 kJ', 'Per portie 250 ml': '8 kJ (<1%)'}, 'Energie2': {'Per 100 ml': '1 Kcal', 'Per portie 250 ml': '2 Kcal (<1%)'}, 'Vetten': {'Per 100 ml': '0 g', 'Per portie 250 ml': '0 g (0%)'}, 'verzadigde vetzuren': {'Per 100 ml': '0 g', 'Per portie 250 ml': '0 g (0%)'}, 'Koolhydraten': {'Per 100 ml': '0 g', 'Per portie 250 ml': '0 g'}, 'waarvan': {'Per 100 ml': '-', 'Per portie 250 ml': '-'}, 'suikers': {'Per 100 ml': '0 g', 'Per portie 250 ml': '0 g (0%)'}, 'Eiwitten': {'Per 100 ml': '0 g', 'Per portie 250 ml': '0 g'}, 'Zout': {'Per 100 ml': '0.04 g', 'Per portie 250 ml': '0.09 g (1%)'}, 'Referentie-inname van een gemiddelde volwassene (8400kJ / 2000kcal).': {'Per 100 ml': '-', 'Per portie 250 ml': '-'}}|||||||||||||||||||||||||||Omgevingstemperatuur|||||https://cdn.carrefour.eu/420_06533156_T596.webp||https://cdn.carrefour.eu/420_06533156_T1.webp||||||||||||||||||||PepsiCo BeLux BVDa Vincilaan 31930 ZaventemBelgium||||||||||Zero Sugar Cola Lemon 1.5 L|Koolzuurhoudend water,citroensap op basis van concentraat (1%),kleurstof (E150d),aroma's (waaronder cafeïne en natuurlijke plantenextracten),voedingszuren (fosforzuur, citroenzuur),zoetstoffen (aspartaam**, acesulfaam-K),zuurteregelaar (natriumcitraat),conserveermiddel (natriumbenzoaat),**Bevat een bron van fenylalanine.||True||06533156P|||||||||
